rank,score,picks,winrate,avg_odds,profit,roi,max_drawdown,test_picks,test_profit,test_roi,positive_folds,complexity,rule_id,rule_json
58,312.496,71,0.7391,2.0407,34.66,0.502319,-2.0,19,13.15,0.692105,4,8,50525ae183c7f8d0fc7bb968b5879f8d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": null, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": 0.7, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
59,312.4487,70,0.75,2.0389,35.66,0.524412,-2.0,19,13.15,0.692105,4,9,d018cdb63510664ece4cb20d9f32c83d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": 0.7, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
60,312.3047,70,0.7353,2.0537,34.54,0.507941,-2.0,16,12.55,0.784375,4,7,7670bc7ab26e5f1254f02a216796ccb8,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": null, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": null, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": 0.7, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 75, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
61,312.3047,70,0.7353,2.0514,34.54,0.507941,-2.0,16,12.55,0.784375,4,7,8f9fa9f21a94640ea9b6f74c03735c51,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": null, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 75, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
62,312.3047,70,0.7353,2.0514,34.54,0.507941,-2.0,16,12.55,0.784375,4,7,5280eda99e161c6a312ce0b834e696d6,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.5, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": null, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 75, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
63,312.2788,67,0.7538,2.0394,34.64,0.532923,-2.0,19,13.15,0.692105,4,8,040fc150d2652d3e9dc8cb15321cfe08,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": null, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": 0.2, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
64,312.2568,69,0.7463,2.052,35.54,0.530448,-2.0,16,12.55,0.784375,4,8,f018745e7badb4b6407c6bac1ad5abd4,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": null, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": 0.7, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 75, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
65,312.2286,66,0.7656,2.0374,35.64,0.556875,-2.0,19,13.15,0.692105,4,9,ba0d21cfa83f25e7a640a088eceb245a,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": 0.2, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
66,312.2286,66,0.7656,2.0398,35.64,0.556875,-2.0,19,13.15,0.692105,4,9,93d30399c2d171b3fe8afd84db525ec2,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": null, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": 0.2, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": 0.7, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
67,312.1361,68,0.7576,2.036,35.48,0.537576,-2.0,19,13.15,0.692105,4,9,25c48dbdba7c4f86ecabef34d54e5d16,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": 7, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
68,311.7711,73,0.7324,2.0401,34.69,0.488592,-2.0,19,13.15,0.692105,4,7,5cb29149a16f6adff233c87e29eec538,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": null, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
69,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,62f3d52c61178e8d6fb87e8d5478a2cb,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.55, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
70,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,e8d4b25641b60df6982d915028709074,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 2, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.55, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
71,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,432db9bacd3cc51de83d9825609e0c80,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.65, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
72,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,5911d1bf970c2b64462d5105d890d9d3,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 3, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.55, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
73,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,4b3a7f56e6304a669ab92cce025cab84,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.45, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
74,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,f178c6613cbcc68daf2eb4720cb6d40c,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.6, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
75,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,71a4c45882acd5754f319eed7e771201,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.5, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
76,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,613bcadf28d9c06e9a29f7118176c096,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 2, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.65, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
77,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,820682fc43e91bcd23464c482b646c2d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 2, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.5, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
78,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,4b08f4e7bddd254ae70ddc0562d4501f,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 3, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.5, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
79,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,8e5ccec219c1412f4d5519cab3767979,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 5, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.55, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
80,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,4bfbca2e39d79b30ead91dc264b97df9,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 2, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.8, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
81,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,75f1c683d25c936263dc65218841f85f,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 5, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.8, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
82,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,59a8f338794146604fb2a42ee279adfb,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 5, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.45, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
83,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,1c71ab473d63f3fd5582ba02385b4c83,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 2, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.7, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
84,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,3db76da8867f100a56c8d7d323217d7d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": 0.15, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
85,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,4e8ca8ac44720e1f12c2427cce936b2e,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 2, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 38.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
86,311.3786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,10,ffac3f254ff6913d2e04b70c9eef768e,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": 0.0, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 4, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 70, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
