rank,score,picks,winrate,avg_odds,profit,roi,max_drawdown,test_picks,test_profit,test_roi,positive_folds,complexity,rule_id,rule_json
21,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,af163ed669cd2c655d469bb74d2cdd0a,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.65, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
22,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,213dfec26577df1186217c43d6055784,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": 0.02, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
23,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,f06c730b0a69ffb6bd5bf04640ae520f,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": 6, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
24,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,693937350c52e466bb9ef3c72aacfa1e,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.45, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
25,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,3798dfef58924c343b564a404a1046fc,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": 1.5, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
26,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,4635506d177b98160069242d7877b9e0,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": 18.5, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
27,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,3e99aa1765d14cff1780fe8aae1a9a13,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": 5, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
28,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,a435f71a27bb60e3b8d6fb87c073fb5d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": 2.6, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
29,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,a58a7468877d2e358ebb3fe556a9b643,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 23.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
30,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,16718811e5c1a7bd55501129b50548c0,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": 0.05, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
31,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,abc4c13cb9bf56b79ea6624a5834a433,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": 1.0, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
32,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,b64bea5bfc3e07f789408946764751f6,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 1, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
33,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,bb79368ddd4e896a533df583766ede85,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 45.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
34,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,583a942a59e24cc15221327decb2133d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": 5, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
35,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,fcc9f3160f14bed3a1ef1937f608ef5d,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 27.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
36,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,5a88b912d41766448830eefb7d582b1c,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 22.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
37,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,d2c4b0a735a5a7b08236f071da37109b,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 41.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
38,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,e1ff4d48f51a5e79c50c1cf850c31e7e,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": 2.3, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
39,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,097e859cdf5e9054476381caf2620cd4,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 30.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
40,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,304e627aed2b33dfee10329e699d2e23,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 24.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
41,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,ab68ad1f2c8683cde6376cb098f57015,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 34.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
42,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,ad722bf333a24aaf14c795282383ae7f,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": 0, ""tour_level"": ""any""}"
43,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,c74edd9036e9ad6fbbc42a61d4642299,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 38.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
44,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,e752baac007cdd43cfb59c0e53f69a9e,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": 16.5, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
45,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,22e5248bf90a7af62a3286e8894cbffc,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": 0, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
46,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,e298eaf370d69886e82817b36b0e0a47,"{""abs_margin_min"": 0.6, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
47,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,b4c360680547f44254f74bf4be4b97af,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": 36.5, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
48,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,fed1712983479878b73e5606c5084470,"{""abs_margin_min"": 0.9, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": null, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
49,312.5786,72,0.7429,2.0383,35.69,0.509857,-2.0,19,13.15,0.692105,4,9,20235282c50c1e7e9401a2c58380b1cd,"{""abs_margin_min"": null, ""avg_close_set_max"": 0.55, ""avg_close_set_min"": 0.2, ""avg_over_21_5_max"": null, ""avg_over_21_5_min"": null, ""avg_three_set_max"": null, ""avg_three_set_min"": 0.15, ""best_bookmaker"": ""any"", ""bookmakers_min"": null, ""confidence_min"": 80, ""edge_max"": null, ""edge_min"": null, ""expected_margin_max"": null, ""expected_margin_min"": null, ""gender"": ""any"", ""h2h_max"": 0, ""h2h_min"": null, ""line_max"": null, ""line_min"": null, ""market_favorite_side"": ""any"", ""market_gap_max"": null, ""market_gap_min"": 0.25, ""min_recent_matches_min"": 4, ""odds_max"": null, ""odds_min"": null, ""qualification"": ""any"", ""quality_min"": 72, ""side"": ""any"", ""strength_gap_max"": 30, ""strength_gap_min"": null, ""tour_level"": ""any""}"
