date,time,rank,match,pick,side,line,odds,bookmaker,result,total_games,final_score,profit,stake,jakob_score,confidence,quality_score,edge_percent,market_gap,tournament,event_type
2026-05-29,18:30,5,Y. H. Hsu - J. Vasami,UNDER 20.5 games,under,20.5,2.15,Unibet,win,17,"2-6, 3-6",0.862,0.75,71.65990485,88.1,84.4,10.49,0.3893,Vicenza,Challenger Men Singles
2026-05-29,17:30,1,P. Stearns - B. Bencic,UNDER 20.5 games,under,20.5,2.13,Pncl,win,18,"3-6, 3-6",0.847,0.75,77.1234698,88.9,87.4,10.05,0.447,French Open,Wta Singles
2026-05-29,13:30,3,M. Andreeva - M. Bouzkova,UNDER 18.5 games,under,18.5,2.15,Betano,win,18,"6-4, 6-2",0.862,0.75,72.72010326,80.0,76.4,10.49,0.7125,French Open,Wta Singles
2026-05-29,13:15,1,J. Teichmann - K. Muchova,UNDER 18.5 games,under,18.5,2.12,Pncl,loss,19,"6-1, 7-5",-0.75,0.75,77.6606557,82.3,81.2,9.83,0.7662,French Open,Wta Singles
2026-05-29,11:30,3,D. Blanch - P. Fajta,UNDER 20.5 games,under,20.5,2.03,Pncl,win,17,"6-2, 6-3",0.772,0.75,73.61088387,89.6,83.0,7.74,0.4895,Kosice,Challenger Men Singles
2026-05-29,11:00,4,L. Neumayer - R. Bertola,UNDER 20.0 games,under,20.0,2.11,Pncl,loss,23,"6-4, 7-6",-0.75,0.75,72.82981707,85.7,77.8,9.61,0.6065,Vicenza,Challenger Men Singles
2026-05-29,10:00,6,D. Markovina - D. Ajdukovic,UNDER 18.5 games,under,18.5,2.15,Pncl,win,17,"4-6, 1-6",0.862,0.75,70.86151836,79.2,76.5,10.49,0.7207,M25 Bol 2,Itf Men Singles
2026-05-28,19:35,2,K. Boulter - A. Potapova,UNDER 19.5 games,under,19.5,2.07,Betano,loss,30,"7-5, 4-6, 2-6",-0.75,0.75,75.96194679,87.3,78.7,8.69,0.5796,French Open,Wta Singles
2026-05-28,18:40,3,V. Mboko - K. Siniakova,UNDER 20.5 games,under,20.5,2.11,Pncl,loss,30,"5-7, 6-4, 6-2",-0.75,0.75,72.92898177,88.9,84.5,9.61,0.4127,French Open,Wta Singles
2026-05-28,17:40,1,A. Ruzic - M. Keys,UNDER 18.5 games,under,18.5,2.12,Pncl,loss,20,"4-6, 4-6",-0.75,0.75,79.98576321,81.6,81.4,9.83,0.6885,French Open,Wta Singles
2026-05-28,15:35,5,A. Li - D. Parry,UNDER 20.5 games,under,20.5,2.04,Unibet,win,19,"3-6, 4-6",0.78,0.75,70.62173731,91.7,83.0,7.98,0.4073,French Open,Wta Singles
2026-05-28,15:30,3,A. Kalinskaya - A. Korneeva,UNDER 20.5 games,under,20.5,2.1,Betano,loss,23,"7-6, 6-4",-0.75,0.75,73.6065481,89.7,85.5,9.38,0.3957,French Open,Wta Singles
2026-05-28,13:00,8,A. Beckley - S. Napolitano,UNDER 20.5 games,under,20.5,2.04,Pncl,win,18,"4-6, 2-6",0.78,0.75,71.52489873,85.4,78.6,7.98,0.4811,Centurion (South Africa) - Qualification,Challenger Men Singles
2026-05-28,11:00,5,D. Vekic - N. Osaka,UNDER 20.5 games,under,20.5,2.06,Pncl,loss,23,"6-7, 4-6",-0.75,0.75,74.91273957,88.9,82.2,8.46,0.4534,French Open,Wta Singles
2026-05-28,11:00,1,I. Jovic - E. Navarro,OVER 21.5 games,over,21.5,1.91,Pncl,loss,15,"6-0, 6-3",-0.75,0.75,80.29240468,96,88.4,9.64,0.0444,French Open,Wta Singles
2026-05-28,10:30,3,P. Fajta - F. Roncadelli,UNDER 19.5 games,under,19.5,2.15,Pncl,loss,20,"7-5, 6-2",-0.75,0.75,76.11645948,88.1,84.4,10.49,0.543,Kosice,Challenger Men Singles
2026-05-28,10:00,10,G. Dalmasso - R. Strombachs,UNDER 20.0 games,under,20.0,2.02,Pncl,win,17,"2-6, 3-6",0.765,0.75,70.06494293,87.7,74.7,7.5,0.5833,Centurion (South Africa) - Qualification,Challenger Men Singles
2026-05-27,18:00,2,T. Zink - R. Hohmann,UNDER 20.5 games,under,20.5,2.0,Unibet,win,17,"6-3, 6-2",0.75,0.75,72.4750713,88.4,77.1,7.0,0.5724,Little Rock,Challenger Men Singles
2026-05-27,17:00,6,D. Dedura - S. Pieri,UNDER 20.5 games,under,20.5,2.15,Unibet,win,17,"6-2, 6-3",0.862,0.75,70.76596746,87.3,84.4,10.49,0.3819,Vicenza,Challenger Men Singles
2026-05-27,16:50,4,E. Lys - S. Cirstea,UNDER 19.5 games,under,19.5,2.07,Betano,win,15,"3-6, 0-6",0.802,0.75,71.31359095,76.8,71.3,8.69,0.5607,French Open,Wta Singles
2026-05-27,16:15,5,J. Teichmann - M. Frech,OVER 21.5 games,over,21.5,1.93,Pncl,win,22,"7-5, 6-4",0.698,0.75,71.23574855,92.8,88.4,10.19,0.153,French Open,Wta Singles
2026-05-27,16:00,7,L. Pokorny - M. Krumich,UNDER 20.5 games,under,20.5,2.04,Pncl,loss,30,"7-5, 2-6, 4-6",-0.75,0.75,70.08366649,84.3,75.0,7.98,0.5545,Kosice,Challenger Men Singles
2026-05-27,14:45,3,F. Jones - M. Bouzkova,UNDER 19.5 games,under,19.5,2.15,Betano,win,19,"0-6, 6-7",0.862,0.75,72.19474995,87.3,82.7,10.49,0.5142,French Open,Wta Singles
2026-05-27,14:00,1,M. Kostyuk - K. Volynets,UNDER 18.5 games,under,18.5,2.2,Betano,loss,31,"6-7, 6-3, 6-3",-0.75,0.75,76.71034482,78.0,79.7,11.55,0.6954,French Open,Wta Singles
2026-05-27,11:30,2,E. Ymer - G. A. Olivieri,OVER 22.5 games,over,22.5,1.99,Pncl,loss,21,"2-6, 6-7",-0.75,0.75,80.13675818,96,89.9,11.75,0.0173,Chisinau,Challenger Men Singles
2026-05-27,11:00,9,C. McNally - B. Bencic,UNDER 20.0 games,under,20.0,2.09,Pncl,win,16,"4-6, 0-6",0.817,0.75,71.33268335,85.7,77.4,9.15,0.4935,French Open,Wta Singles
2026-05-27,11:00,1,T. Korpatsch - Xin. Wang,OVER 21.5 games,over,21.5,1.96,Pncl,win,25,"6-2, 2-6, 6-3",0.72,0.75,83.50214186,95.8,91.8,10.98,0.0235,French Open,Wta Singles
2026-05-27,10:00,8,H. Mayot - S. Pankin,UNDER 20.5 games,under,20.5,2.1,Betfair,loss,31,"6-3, 6-7, 3-6",-0.75,0.75,71.37048323,88.1,81.4,9.38,0.4426,Centurion (South Africa) - Qualification,Challenger Men Singles
2026-05-26,20:00,13,A. Mayo - E. Butvilas,UNDER 20.5 games,under,20.5,2.08,Unibet,loss,26,"7-6, 7-6",-0.75,0.75,68.83767076,85.7,76.0,8.92,0.5222,Little Rock,Challenger Men Singles
2026-05-26,20:00,3,A. Mayo - E. Butvilas,UNDER 20.5 games,under,20.5,2.08,Unibet,loss,26,"7-6, 7-6",-0.75,0.75,71.53071419,85.7,76.0,8.92,0.5245,Little Rock,Challenger Men Singles
2026-05-26,18:30,38,D. Milavsky - Wu Tung-Lin,UNDER 21.5 games,under,21.5,2.15,Unibet,void,,,0.0,0.75,60.18311147,87.3,84.4,10.49,0.2281,Little Rock,Challenger Men Singles
2026-05-26,18:30,19,P. Sekulic - M. Krueger,UNDER 21.5 games,under,21.5,2.18,Unibet,void,,,0.0,0.75,68.08465517,85.3,83.4,11.13,0.3432,Little Rock,Challenger Men Singles
2026-05-26,17:00,16,R. Hohmann - M. Cassone,UNDER 19.5 games,under,19.5,2.0,Betfair,loss,26,"6-4, 1-6, 6-3",-0.75,0.75,67.0421522,87.7,74.2,7.0,0.6889,Little Rock,Challenger Men Singles
2026-05-26,16:20,1,H. Vandewinkel - M. Keys,UNDER 18.5 games,under,18.5,2.14,Pncl,win,15,"3-6, 0-6",0.855,0.75,79.20962635,83.2,84.2,10.27,0.7341,French Open,Wta Singles
2026-05-26,16:00,4,S. Vujic - S. Napolitano,UNDER 19.5 games,under,19.5,2.03,Pncl,win,18,"2-6, 4-6",0.772,0.75,73.6295802,84.3,77.1,7.74,0.8319,Centurion (South Africa) - Qualification,Challenger Men Singles
2026-05-26,16:00,2,P. O. Fellin - P. Martin Tiffon,UNDER 19.5 games,under,19.5,2.0,Betfair,loss,20,"4-6, 4-6",-0.75,0.75,73.9321191,90.9,78.9,7.0,0.6667,Vicenza,Challenger Men Singles
2026-05-26,15:00,31,M. Brunold - M. Giunta,UNDER 21.5 games,under,21.5,2.2,Unibet,loss,26,"7-6, 7-6",-0.75,0.75,64.05358783,86.1,85.1,11.55,0.3128,Vicenza,Challenger Men Singles
2026-05-26,15:00,15,A. Korneeva - E. Cocciaretto,UNDER 20.5 games,under,20.5,2.05,Betano,win,18,"6-3, 6-3",0.787,0.75,67.48068635,90.9,83.1,8.22,0.3146,French Open,Wta Singles
2026-05-26,15:00,13,A. Korneeva - E. Cocciaretto,UNDER 20.5 games,under,20.5,2.05,Betano,win,18,"6-3, 6-3",0.787,0.75,69.9307099,90.9,83.1,8.22,0.3146,French Open,Wta Singles
2026-05-26,15:00,7,P. O. Fellin - P. Martin Tiffon,UNDER 19.5 games,under,19.5,2.0,Betfair,loss,20,"4-6, 4-6",-0.75,0.75,72.81889856,90.9,78.9,7.0,0.6667,Vicenza,Challenger Men Singles
2026-05-26,15:00,1,H. Vandewinkel - M. Keys,UNDER 18.5 games,under,18.5,2.14,Pncl,win,15,"3-6, 0-6",0.855,0.75,80.50677948,84.0,85.9,10.27,0.7341,French Open,Wta Singles
2026-05-26,14:30,17,A. Kalinina - D. Parry,UNDER 20.5 games,under,20.5,1.98,Betano,loss,24,"6-0, 2-6, 4-6",-0.75,0.75,66.91689749,92.5,80.3,6.49,0.3962,French Open,Wta Singles
2026-05-26,13:30,39,J. Vasami - G. Tabacco,UNDER 21.5 games,under,21.5,1.97,Pncl,win,20,"6-1, 7-6",0.728,0.75,59.19204452,77.7,65.2,6.24,0.4841,Vicenza,Challenger Men Singles
2026-05-26,13:30,21,L. Midon - J. Reis Da Silva,OVER 22.5 games,over,22.5,2.07,Pncl,loss,20,"7-6, 6-1",-0.75,0.75,65.47487804,94.8,86.4,13.69,0.0651,Vicenza,Challenger Men Singles
2026-05-26,13:30,1,L. Midon - J. Reis Da Silva,OVER 22.5 games,over,22.5,2.07,Pncl,loss,20,"7-6, 6-1",-0.75,0.75,89.31328115,95.6,87.8,13.69,0.0651,Vicenza,Challenger Men Singles
2026-05-26,13:00,42,T. Berkieta - S. Kopp,OVER 20.5 games,over,20.5,1.88,1xBet,win,25,"5-7, 6-7",0.66,0.75,57.97922897,90.5,79.8,8.81,0.3473,Kosice,Challenger Men Singles
2026-05-26,13:00,38,T. Berkieta - S. Kopp,OVER 20.5 games,over,20.5,1.88,1xBet,win,25,"5-7, 6-7",0.66,0.75,58.59460106,90.5,79.8,8.81,0.3473,Kosice,Challenger Men Singles
2026-05-26,13:00,9,J. Clarke - M. Karol,UNDER 20.5 games,under,20.5,2.13,Pncl,loss,28,"6-4, 4-6, 2-6",-0.75,0.75,73.62824035,88.9,84.0,10.05,0.4871,Kosice,Challenger Men Singles
2026-05-26,13:00,8,J. Clarke - M. Karol,UNDER 20.5 games,under,20.5,2.13,Pncl,loss,28,"6-4, 4-6, 2-6",-0.75,0.75,71.92934169,88.9,84.0,10.05,0.4871,Kosice,Challenger Men Singles
2026-05-26,13:00,6,L. Siegemund - N. Osaka,UNDER 19.5 games,under,19.5,2.17,Superbet,loss,22,"3-6, 6-7",-0.75,0.75,72.86952226,86.1,87.4,10.92,0.5042,French Open,Wta Singles
2026-05-26,13:00,4,L. Siegemund - N. Osaka,UNDER 19.5 games,under,19.5,2.17,Superbet,loss,22,"3-6, 6-7",-0.75,0.75,75.44909541,86.1,87.4,10.92,0.5012,French Open,Wta Singles
2026-05-26,12:30,14,A. Li - S. Zhang,UNDER 20.5 games,under,20.5,1.95,Superbet,win,18,"6-4, 6-2",0.712,0.75,67.81841403,87.2,78.7,5.72,0.4273,French Open,Wta Singles
2026-05-26,12:30,5,L. Noskova - M. Sakkari,UNDER 20.5 games,under,20.5,2.15,Betano,loss,25,"5-7, 6-7",-0.75,0.75,73.58201077,89.7,88.6,10.49,0.3741,French Open,Wta Singles
2026-05-26,12:30,3,L. Noskova - M. Sakkari,UNDER 20.5 games,under,20.5,2.15,Betano,loss,25,"5-7, 6-7",-0.75,0.75,76.50906141,89.7,88.6,10.49,0.3741,French Open,Wta Singles
2026-05-26,12:15,10,L. Djere - T. Skatov,UNDER 20.0 games,under,20.0,2.11,Pncl,win,19,"4-6, 3-6",0.832,0.75,72.12961075,86.5,79.5,9.61,0.5294,Chisinau,Challenger Men Singles
2026-05-26,12:05,6,D. Glinka - S. Latinovic,UNDER 19.5 games,under,19.5,2.06,Pncl,win,18,"6-3, 6-3",0.795,0.75,74.24141806,88.9,79.6,8.46,0.715,Chisinau,Challenger Men Singles
2026-05-26,12:00,27,S. Pieri - J. Kym,UNDER 21.5 games,under,21.5,2.16,Unibet,win,20,"6-1, 7-6",0.87,0.75,64.88269319,87.7,87.6,10.7,0.2667,Vicenza,Challenger Men Singles
2026-05-26,12:00,12,L. Djere - T. Skatov,UNDER 20.0 games,under,20.0,2.11,Pncl,win,19,"4-6, 3-6",0.832,0.75,69.39194644,86.5,79.5,9.61,0.5253,Chisinau,Challenger Men Singles
2026-05-26,12:00,3,D. Glinka - S. Latinovic,UNDER 19.5 games,under,19.5,2.06,Pncl,win,18,"6-3, 6-3",0.795,0.75,74.01099533,88.1,78.0,8.46,0.715,Chisinau,Challenger Men Singles
2026-05-26,11:00,12,D. Vekic - A. Tubello,UNDER 20.5 games,under,20.5,1.98,Betano,win,17,"6-3, 6-2",0.735,0.75,71.13826594,87.3,79.8,6.49,0.4835,French Open,Wta Singles
2026-05-26,11:00,11,D. Vekic - A. Tubello,UNDER 20.5 games,under,20.5,1.98,Betano,win,17,"6-3, 6-2",0.735,0.75,69.55614362,88.1,81.5,6.49,0.4835,French Open,Wta Singles
2026-05-26,11:00,9,E. Navarro - J. Tjen,UNDER 20.5 games,under,20.5,2.0,Betano,win,19,"6-4, 6-3",0.75,0.75,71.92083479,92.5,83.4,7.0,0.4534,French Open,Wta Singles
2026-05-26,11:00,5,E. Navarro - J. Tjen,UNDER 20.5 games,under,20.5,2.0,Betano,win,19,"6-4, 6-3",0.75,0.75,74.68777523,92.5,83.4,7.0,0.4534,French Open,Wta Singles
2026-05-26,10:30,35,R. Bertola - M. Echargui,UNDER 21.5 games,under,21.5,2.06,Pncl,loss,26,"6-2, 3-6, 6-3",-0.75,0.75,62.37994417,87.3,78.9,8.46,0.261,Vicenza,Challenger Men Singles
2026-05-26,10:30,18,S. Nagal - S. Fomin,UNDER 20.5 games,under,20.5,2.1,10Bet,win,18,"6-4, 6-2",0.825,0.75,66.59018399,88.1,83.1,9.38,0.2643,Chisinau,Challenger Men Singles
2026-05-26,10:30,2,L. Castagnola - H. Squire,UNDER 18.5 games,under,18.5,2.19,Pncl,win,17,"3-6, 2-6",0.892,0.75,75.90841412,68.2,73.1,9.75,0.7917,Vicenza,Challenger Men Singles
2026-05-26,10:10,7,M. Alkaya - Y. Takahashi,UNDER 20.5 games,under,20.5,2.07,Betano,loss,22,"3-6, 6-7",-0.75,0.75,73.95649099,87.1,80.6,8.69,0.4283,Centurion (South Africa) - Qualification,Challenger Men Singles
2026-05-26,10:00,10,M. Alkaya - Y. Takahashi,UNDER 20.5 games,under,20.5,2.07,Betano,loss,22,"3-6, 6-7",-0.75,0.75,71.13887254,87.1,80.6,8.69,0.4283,Centurion (South Africa) - Qualification,Challenger Men Singles
