date,time,match,bet,odds,sabina_stake,sabina_result,sabina_profit,settled_status,event_winner,final_score,best_bookmaker,market_median_odds,best_to_median_gap,edge,model_prob,implied_prob,confidence,quality_score,tour_level,event_type,favorite_type,event_key,fixture_id,pick_id,sabina_pick_id,sabina_created_at,settled_at
2026-06-02,17:00,T. Preston - A. Dudeney,A. Dudeney,2.5,0.75,pending,,,,,Unibet,2.35,0.0616,0.2,0.6,0.4,88,90.9,challenger,Challenger Women Singles,underdog,12132528,12132528,7826c27710b8bce1410f744c8298b411,9bb2127e09c37715185505af71c6cea0,2026-06-02T08:17:04.212020+02:00,
